Id,Film,Year,Award,Nomination
1304,The Treasure of the Sierra Madre,1948,3,4
708,The Godfather,1972,3,4
671,Jaws,1975,3,4
438,Bram Stoker's Dracula,1992,3,4
255,King Kong,2005,3,4
818,7th Heaven,1928,3,5
954,Elmer Gantry,1960,3,5
807,Darling,1965,3,5
780,Camelot,1967,3,5
479,Glory,1989,3,5
123,Whiplash,2014,3,5
59,Green Book,2018,3,5
603,Tess,1980,3,6
510,Moonstruck,1987,3,6
495,Who Framed Roger Rabbit,1988,3,6
252,Crash,2005,3,6
254,Memoirs of a Geisha,2005,3,6
237,Pan's Labyrinth,2006,3,6
139,Dallas Buyers Club,2013,3,6
28,Nomadland,2021,3,6
906,Cimarron,1931,3,7
1007,The Great Ziegfeld,1936,3,7
831,All the King's Men,1949,3,7
1034,Hud,1963,3,7
1359,Zorba the Greek,1964,3,7
763,The Lion in Winter,1968,3,7
748,Midnight Cowboy,1969,3,7
750,"Hello, Dolly!",1969,3,7
554,The Killing Fields,1984,3,7
524,Hannah and Her Sisters,1986,3,7
494,Dangerous Liaisons,1988,3,7
465,Dick Tracy,1990,3,7
355,Life Is Beautiful,1998,3,7
296,The Pianist,2002,3,7
149,Argo,2012,3,7
62,Black Panther,2018,3,7
1354,Yankee Doodle Dandy,1942,3,8
895,Casablanca,1943,3,8
982,Gentleman's Agreement,1947,3,8
1199,The Rose Tattoo,1955,3,8
1097,Love Is a Many-Splendored Thing,1955,3,8
940,The Diary of Anne Frank,1959,3,8
1295,To Kill a Mockingbird,1962,3,8
1032,How the West Was Won,1963,3,8
721,Fiddler on the Roof,1971,3,8
683,The Towering Inferno,1974,3,8
629,Coming Home,1978,3,8
523,A Room with a View,1986,3,8
425,The Piano,1993,3,8
253,Brokeback Mountain,2005,3,8
181,The Social Network,2010,3,8
151,Les Misérables,2012,3,8
90,Moonlight,2016,3,8
75,Dunkirk,2017,3,8
1259,Sunrise,1928,3,9
437,Howards End,1992,3,9
193,Avatar,2009,3,9
137,12 Years a Slave,2013,3,9
1084,The Life of Emile Zola,1937,3,10
1197,Roman Holiday,1953,3,10
655,Rocky,1976,3,10
594,On Golden Pond,1981,3,10
61,Roma,2018,3,10
53,1917,2019,3,10
1260,Sunset Boulevard,1950,3,11
645,Julia,1977,3,11
593,Reds,1981,3,12
107,The Revenant,2015,3,12
207,The Curious Case of Benjamin Button,2008,3,13
340,The Matrix,1999,4,4
643,Annie Hall,1977,4,5
328,Traffic,2000,4,5
236,The Departed,2006,4,5
60,Bohemian Rhapsody,2018,4,5
1046,The Informer,1935,4,6
1240,Spartacus,1960,4,6
602,Ordinary People,1980,4,6
568,Fanny &amp; Alexander,1983,4,6
452,Terminator 2: Judgment Day,1991,4,6
43,Parasite,2019,4,6
840,Anthony Adverse,1936,4,7
1096,The Lost Weekend,1945,4,7
1011,Hamlet,1948,4,7
1023,High Noon,1952,4,7
749,Butch Cassidy and the Sundance Kid,1969,4,7
670,Barry Lyndon,1975,4,7
591,Chariots of Fire,1981,4,7
268,Million Dollar Baby,2004,4,7
1016,The Heiress,1949,4,8
1105,Marty,1955,4,8
657,All the President's Men,1976,4,8
592,Raiders of the Lost Ark,1981,4,8
567,The Right Stuff,1983,4,8
522,Platoon,1986,4,8
493,Rain Man,1988,4,8
310,A Beautiful Mind,2001,4,8
219,No Country for Old Men,2007,4,8
180,Inception,2010,4,8
911,Cleopatra,1963,4,9
615,All That Jazz,1979,4,9
579,E.T.: The Extra-Terrestrial,1982,4,9
478,Driving Miss Daisy,1989,4,9
436,Unforgiven,1992,4,9
122,The Grand Budapest Hotel,2014,4,9
121,Birdman or (The Unexpected Virtue of Ignorance),2014,4,9
1,All Quiet on the Western Front,2022,4,9
1204,Sayonara,1957,4,10
1296,Tom Jones,1963,4,10
656,Network,1976,4,10
327,"Crouching Tiger, Hidden Dragon",2000,4,10
150,Life of Pi,2012,4,11
1234,The Song of Bernadette,1943,4,12
1255,A Streetcar Named Desire,1951,4,12
179,The King's Speech,2010,4,12
311,The Lord of the Rings: The Fellowship of the Ring,2001,4,13
74,The Shape of Water,2017,4,13
1050,It Happened One Night,1934,5,5
847,The Bad and the Beautiful,1952,5,6
779,In the Heat of the Night,1967,5,7
451,The Silence of the Lambs,1991,5,7
844,Around the World in 80 Days,1956,5,8
720,The French Connection,1971,5,8
339,American Beauty,1999,5,8
1064,The King and I,1956,5,9
669,One Flew Over the Cuckoo's Nest,1975,5,9
628,The Deer Hunter,1978,5,9
614,Kramer vs. Kramer,1979,5,9
1031,How Green Was My Valley,1941,5,10
1339,Wilson,1944,5,10
841,The Apartment,1960,5,10
806,Doctor Zhivago,1965,5,10
805,The Sound of Music,1965,5,10
391,Braveheart,1995,5,10
164,The Artist,2011,5,10
762,Oliver!,1968,5,11
566,Terms of Endearment,1983,5,11
354,Saving Private Ryan,1998,5,11
269,The Aviator,2004,5,11
165,Hugo,2011,5,11
326,Gladiator,2000,5,12
1106,Mary Poppins,1964,5,13
794,Who's Afraid of Virginia Woolf?,1966,5,13
834,An American in Paris,1951,6,8
793,A Man for All Seasons,1966,6,8
1171,A Place in the Sun,1951,6,9
192,The Hurt Locker,2009,6,9
644,Star Wars,1977,6,10
106,Mad Max: Fury Road,2015,6,10
14,Dune,2021,6,10
682,The Godfather: Part II,1974,6,11
1127,Mrs. Miniver,1942,6,12
408,Forrest Gump,1994,6,13
295,Chicago,2002,6,13
828,All About Eve,1950,6,14
91,La La Land,2016,6,14
858,The Best Years of Our Lives,1946,7,8
884,The Bridge on the River Kwai,1957,7,8
990,Going My Way,1944,7,10
1079,Lawrence of Arabia,1962,7,10
733,Patton,1970,7,10
695,The Sting,1973,7,10
138,Gravity,2013,7,10
538,Out of Africa,1985,7,11
0,Everything Everywhere All at Once,2022,7,11
464,Dances with Wolves,1990,7,12
424,Schindler's List,1993,7,12
353,Shakespeare in Love,1998,7,13
709,Cabaret,1972,8,10
206,Slumdog Millionaire,2008,8,10
578,Gandhi,1982,8,11
553,Amadeus,1984,8,11
1154,On the Waterfront,1954,8,12
1132,My Fair Lady,1964,8,12
994,Gone with the Wind,1939,8,13
977,From Here to Eternity,1953,8,13
985,Gigi,1958,9,9
509,The Last Emperor,1987,9,9
376,The English Patient,1996,9,12
1328,West Side Story,1961,10,11
283,The Lord of the Rings: The Return of the King,2003,11,11
855,Ben-Hur,1959,11,12
365,Titanic,1997,11,14
